CodigoLocalidad,CodigoRecinto,CodigoMesa,opcion,conteo
4029,25357,3053162,PDC,1
4122,25539,3053172,AP,1
4122,25539,3053172,LYP-ADN,0
4122,25539,3053172,APB-SUMATE,0
4122,25539,3053172,LIBRE,0
4122,25539,3053172,FP,0
4122,25539,3053172,MAS-IPSP,0
4122,25539,3053172,UNIDAD,0
4122,25539,3053172,PDC,3
4423,26181,3053282,AP,32
4423,26181,3053282,LYP-ADN,3
4423,26181,3053282,APB-SUMATE,0
4423,26181,3053282,LIBRE,3
4423,26181,3053282,FP,1
4423,26181,3053282,MAS-IPSP,10
4423,26181,3053282,UNIDAD,2
4423,26181,3053282,PDC,2
3248,1242,3055632,AP,7
3248,1242,3055632,LYP-ADN,1
3248,1242,3055632,APB-SUMATE,0
3248,1242,3055632,LIBRE,0
3248,1242,3055632,FP,0
3248,1242,3055632,MAS-IPSP,2
3248,1242,3055632,UNIDAD,2
3248,1242,3055632,PDC,2
3477,1,3055642,AP,43
3477,1,3055642,LYP-ADN,4
3477,1,3055642,APB-SUMATE,0
3477,1,3055642,LIBRE,0
3477,1,3055642,FP,0
3477,1,3055642,MAS-IPSP,13
3477,1,3055642,UNIDAD,3
3477,1,3055642,PDC,0
3478,1,3055652,AP,8
3478,1,3055652,LYP-ADN,1
3478,1,3055652,APB-SUMATE,0
3478,1,3055652,LIBRE,2
3478,1,3055652,FP,2
3478,1,3055652,MAS-IPSP,1
3478,1,3055652,UNIDAD,1
3478,1,3055652,PDC,7
3479,1,3055662,AP,9
3479,1,3055662,LYP-ADN,0
3479,1,3055662,APB-SUMATE,0
3479,1,3055662,LIBRE,2
3479,1,3055662,FP,0
3479,1,3055662,MAS-IPSP,4
3479,1,3055662,UNIDAD,1
3479,1,3055662,PDC,2
3480,1,3055672,AP,5
3480,1,3055672,LYP-ADN,3
3480,1,3055672,APB-SUMATE,0
3480,1,3055672,LIBRE,21
3480,1,3055672,FP,1
3480,1,3055672,MAS-IPSP,8
3480,1,3055672,UNIDAD,6
3480,1,3055672,PDC,1
3481,1,3055682,AP,0
3481,1,3055682,LYP-ADN,0
3481,1,3055682,APB-SUMATE,0
3481,1,3055682,LIBRE,9
3481,1,3055682,FP,0
3481,1,3055682,MAS-IPSP,11
3481,1,3055682,UNIDAD,8
3481,1,3055682,PDC,0
3855,1,3055722,AP,7
3855,1,3055722,LYP-ADN,0
3855,1,3055722,APB-SUMATE,0
3855,1,3055722,LIBRE,1
3855,1,3055722,FP,0
3855,1,3055722,MAS-IPSP,57
3855,1,3055722,UNIDAD,3
3855,1,3055722,PDC,1
4110,25519,3055732,AP,8
4110,25519,3055732,LYP-ADN,0
4110,25519,3055732,APB-SUMATE,0
4110,25519,3055732,LIBRE,7
4110,25519,3055732,FP,0
4110,25519,3055732,MAS-IPSP,5
4110,25519,3055732,UNIDAD,27
4110,25519,3055732,PDC,0
4407,26141,3055822,AP,1
4407,26141,3055822,LYP-ADN,0
4407,26141,3055822,APB-SUMATE,0
4407,26141,3055822,LIBRE,0
4407,26141,3055822,FP,0
4407,26141,3055822,MAS-IPSP,0
4407,26141,3055822,UNIDAD,0
4407,26141,3055822,PDC,0
3482,1,3057672,AP,2
3482,1,3057672,LYP-ADN,0
3482,1,3057672,APB-SUMATE,0
3482,1,3057672,LIBRE,0
3482,1,3057672,FP,0
3482,1,3057672,MAS-IPSP,1
3482,1,3057672,UNIDAD,0
3482,1,3057672,PDC,0
3489,1,4012792,AP,3
3489,1,4012792,LYP-ADN,3
3489,1,4012792,APB-SUMATE,0
3489,1,4012792,LIBRE,0
3489,1,4012792,FP,25
3489,1,4012792,MAS-IPSP,40
3489,1,4012792,UNIDAD,1
3489,1,4012792,PDC,0
3492,1,4013972,AP,7
3492,1,4013972,LYP-ADN,0
3492,1,4013972,APB-SUMATE,0
3492,1,4013972,LIBRE,0
3492,1,4013972,FP,1
3492,1,4013972,MAS-IPSP,44
3492,1,4013972,UNIDAD,1
3492,1,4013972,PDC,0
2181,2,4015692,AP,74
2181,2,4015692,LYP-ADN,4
2181,2,4015692,APB-SUMATE,0
2181,2,4015692,LIBRE,0
2181,2,4015692,FP,26
2181,2,4015692,MAS-IPSP,11
2181,2,4015692,UNIDAD,0
2181,2,4015692,PDC,0
2181,2,4015702,AP,56
2181,2,4015702,LYP-ADN,0
2181,2,4015702,APB-SUMATE,0
2181,2,4015702,LIBRE,0
2181,2,4015702,FP,49
2181,2,4015702,MAS-IPSP,16
2181,2,4015702,UNIDAD,1
2181,2,4015702,PDC,0
2181,2,4015712,AP,22
2181,2,4015712,LYP-ADN,1
2181,2,4015712,APB-SUMATE,0
2181,2,4015712,LIBRE,0
2181,2,4015712,FP,11
2181,2,4015712,MAS-IPSP,5
2181,2,4015712,UNIDAD,1
2181,2,4015712,PDC,0
2182,2,4015722,AP,72
2182,2,4015722,LYP-ADN,3
2182,2,4015722,APB-SUMATE,0
2182,2,4015722,LIBRE,0
2182,2,4015722,FP,10
2182,2,4015722,MAS-IPSP,16
2182,2,4015722,UNIDAD,1
2182,2,4015722,PDC,0
2917,32088,4015732,AP,16
2917,32088,4015732,LYP-ADN,0
2917,32088,4015732,APB-SUMATE,0
2917,32088,4015732,LIBRE,0
2917,32088,4015732,FP,17
2917,32088,4015732,MAS-IPSP,2
2917,32088,4015732,UNIDAD,0
2917,32088,4015732,PDC,0
3494,1,4016672,AP,39
3494,1,4016672,LYP-ADN,1
3494,1,4016672,APB-SUMATE,0
3494,1,4016672,LIBRE,0
3494,1,4016672,FP,48
3494,1,4016672,MAS-IPSP,10
3494,1,4016672,UNIDAD,5
3494,1,4016672,PDC,0
1958,32333,6012692,AP,1
1958,32333,6012692,LYP-ADN,0
1958,32333,6012692,APB-SUMATE,0
1958,32333,6012692,LIBRE,2
1958,32333,6012692,FP,0
1958,32333,6012692,MAS-IPSP,25
1958,32333,6012692,UNIDAD,3
1958,32333,6012692,PDC,0
1964,15,6012882,AP,17
1964,15,6012882,LYP-ADN,4
1964,15,6012882,APB-SUMATE,2
1964,15,6012882,LIBRE,6
1964,15,6012882,FP,1
1964,15,6012882,MAS-IPSP,15
1964,15,6012882,UNIDAD,18
1964,15,6012882,PDC,46
1964,15,6012892,AP,35
1964,15,6012892,LYP-ADN,1
1964,15,6012892,APB-SUMATE,1
1964,15,6012892,LIBRE,7
1964,15,6012892,FP,1
1964,15,6012892,MAS-IPSP,12
1964,15,6012892,UNIDAD,22
1964,15,6012892,PDC,41
1964,15,6012902,AP,45
1964,15,6012902,LYP-ADN,1
1964,15,6012902,APB-SUMATE,2
1964,15,6012902,LIBRE,2
1964,15,6012902,FP,0
1964,15,6012902,MAS-IPSP,26
1964,15,6012902,UNIDAD,12
1964,15,6012902,PDC,46
1964,15,6012912,AP,27
1964,15,6012912,LYP-ADN,2
1964,15,6012912,APB-SUMATE,3
1964,15,6012912,LIBRE,4
1964,15,6012912,FP,1
1964,15,6012912,MAS-IPSP,13
1964,15,6012912,UNIDAD,10
1964,15,6012912,PDC,51
1964,15,6012922,AP,7
1964,15,6012922,LYP-ADN,0
1964,15,6012922,APB-SUMATE,0
1964,15,6012922,LIBRE,4
1964,15,6012922,FP,0
1964,15,6012922,MAS-IPSP,2
1964,15,6012922,UNIDAD,3
1964,15,6012922,PDC,11
1965,16,6012932,AP,50
1965,16,6012932,LYP-ADN,3
1965,16,6012932,APB-SUMATE,5
1965,16,6012932,LIBRE,11
1965,16,6012932,FP,1
1965,16,6012932,MAS-IPSP,10
1965,16,6012932,UNIDAD,10
1965,16,6012932,PDC,25
1965,16,6012942,AP,48
1965,16,6012942,LYP-ADN,2
1965,16,6012942,APB-SUMATE,1
1965,16,6012942,LIBRE,7
1965,16,6012942,FP,1
1965,16,6012942,MAS-IPSP,11
1965,16,6012942,UNIDAD,7
1965,16,6012942,PDC,39
1965,16,6012952,AP,25
1965,16,6012952,LYP-ADN,1
1965,16,6012952,APB-SUMATE,1
1965,16,6012952,LIBRE,10
1965,16,6012952,FP,0
1965,16,6012952,MAS-IPSP,0
1965,16,6012952,UNIDAD,1
1965,16,6012952,PDC,8
3163,2,6013042,AP,0
3163,2,6013042,LYP-ADN,1
3163,2,6013042,APB-SUMATE,3
3163,2,6013042,LIBRE,13
3163,2,6013042,FP,0
3163,2,6013042,MAS-IPSP,2
3163,2,6013042,UNIDAD,12
3163,2,6013042,PDC,30
3506,2,6013132,AP,14
3506,2,6013132,LYP-ADN,0
3506,2,6013132,APB-SUMATE,6
3506,2,6013132,LIBRE,5
3506,2,6013132,FP,1
3506,2,6013132,MAS-IPSP,66
3506,2,6013132,UNIDAD,16
3506,2,6013132,PDC,40
3506,2,6013142,AP,4
3506,2,6013142,LYP-ADN,0
3506,2,6013142,APB-SUMATE,0
3506,2,6013142,LIBRE,2
3506,2,6013142,FP,0
3506,2,6013142,MAS-IPSP,11
3506,2,6013142,UNIDAD,4
3506,2,6013142,PDC,2
4593,32334,6013152,AP,8
4593,32334,6013152,LYP-ADN,0
4593,32334,6013152,APB-SUMATE,0
4593,32334,6013152,LIBRE,2
4593,32334,6013152,FP,0
4593,32334,6013152,MAS-IPSP,10
4593,32334,6013152,UNIDAD,10
4593,32334,6013152,PDC,4
1970,32327,6013402,AP,7
1970,32327,6013402,LYP-ADN,1
1970,32327,6013402,APB-SUMATE,0
1970,32327,6013402,LIBRE,20
1970,32327,6013402,FP,0
1970,32327,6013402,MAS-IPSP,37
1970,32327,6013402,UNIDAD,8
1970,32327,6013402,PDC,15
1973,32325,6013462,AP,7
1973,32325,6013462,LYP-ADN,0
1973,32325,6013462,APB-SUMATE,1
1973,32325,6013462,LIBRE,5
1973,32325,6013462,FP,0
1973,32325,6013462,MAS-IPSP,14
1973,32325,6013462,UNIDAD,4
1973,32325,6013462,PDC,10
1976,32324,6013522,AP,0
1976,32324,6013522,LYP-ADN,0
1976,32324,6013522,APB-SUMATE,1
1976,32324,6013522,LIBRE,3
1976,32324,6013522,FP,0
1976,32324,6013522,MAS-IPSP,5
1976,32324,6013522,UNIDAD,1
1976,32324,6013522,PDC,18
4025,25353,6013672,AP,6
4025,25353,6013672,LYP-ADN,0
4025,25353,6013672,APB-SUMATE,0
4025,25353,6013672,LIBRE,2
4025,25353,6013672,FP,0
4025,25353,6013672,MAS-IPSP,4
4025,25353,6013672,UNIDAD,0
4025,25353,6013672,PDC,1
4591,32326,6013692,AP,4
4591,32326,6013692,LYP-ADN,1
4591,32326,6013692,APB-SUMATE,1
4591,32326,6013692,LIBRE,20
4591,32326,6013692,FP,2
4591,32326,6013692,MAS-IPSP,23
4591,32326,6013692,UNIDAD,7
4591,32326,6013692,PDC,15
1979,5,6014842,AP,9
1979,5,6014842,LYP-ADN,2
1979,5,6014842,APB-SUMATE,0
1979,5,6014842,LIBRE,3
1979,5,6014842,FP,1
1979,5,6014842,MAS-IPSP,12
1979,5,6014842,UNIDAD,49
1979,5,6014842,PDC,25
1979,5,6014852,AP,10
1979,5,6014852,LYP-ADN,0
1979,5,6014852,APB-SUMATE,2
1979,5,6014852,LIBRE,2
1979,5,6014852,FP,0
1979,5,6014852,MAS-IPSP,9
1979,5,6014852,UNIDAD,56
1979,5,6014852,PDC,24
1979,5,6014862,AP,17
1979,5,6014862,LYP-ADN,4
1979,5,6014862,APB-SUMATE,2
1979,5,6014862,LIBRE,4
1979,5,6014862,FP,1
1979,5,6014862,MAS-IPSP,5
1979,5,6014862,UNIDAD,38
1979,5,6014862,PDC,43
1979,5,6014872,AP,17
1979,5,6014872,LYP-ADN,2
1979,5,6014872,APB-SUMATE,1
1979,5,6014872,LIBRE,4
1979,5,6014872,FP,1
1979,5,6014872,MAS-IPSP,37
1979,5,6014872,UNIDAD,43
1979,5,6014872,PDC,20
1979,5,6014882,AP,4
1979,5,6014882,LYP-ADN,1
1979,5,6014882,APB-SUMATE,0
1979,5,6014882,LIBRE,1
1979,5,6014882,FP,0
1979,5,6014882,MAS-IPSP,6
1979,5,6014882,UNIDAD,22
1979,5,6014882,PDC,21
1980,32329,6014922,AP,1
1980,32329,6014922,LYP-ADN,0
1980,32329,6014922,APB-SUMATE,0
1980,32329,6014922,LIBRE,0
1980,32329,6014922,FP,0
1980,32329,6014922,MAS-IPSP,0
1980,32329,6014922,UNIDAD,5
1980,32329,6014922,PDC,1
1981,32331,6014942,AP,7
1981,32331,6014942,LYP-ADN,0
1981,32331,6014942,APB-SUMATE,1
1981,32331,6014942,LIBRE,7
1981,32331,6014942,FP,1
1981,32331,6014942,MAS-IPSP,0
1981,32331,6014942,UNIDAD,16
1981,32331,6014942,PDC,0
1982,32328,6014972,AP,4
1982,32328,6014972,LYP-ADN,0
1982,32328,6014972,APB-SUMATE,3
1982,32328,6014972,LIBRE,1
1982,32328,6014972,FP,0
1982,32328,6014972,MAS-IPSP,7
1982,32328,6014972,UNIDAD,12
1982,32328,6014972,PDC,9
3198,2,6015122,AP,4
3198,2,6015122,LYP-ADN,3
3198,2,6015122,APB-SUMATE,0
3198,2,6015122,LIBRE,2
3198,2,6015122,FP,0
3198,2,6015122,MAS-IPSP,4
3198,2,6015122,UNIDAD,31
3198,2,6015122,PDC,32
3509,25528,6015162,AP,5
3509,25528,6015162,LYP-ADN,0
3509,25528,6015162,APB-SUMATE,0
3509,25528,6015162,LIBRE,21
3509,25528,6015162,FP,2
3509,25528,6015162,MAS-IPSP,5
3509,25528,6015162,UNIDAD,11
3509,25528,6015162,PDC,7
3510,2,6015172,AP,4
3510,2,6015172,LYP-ADN,0
3510,2,6015172,APB-SUMATE,0
3510,2,6015172,LIBRE,3
3510,2,6015172,FP,2
3510,2,6015172,MAS-IPSP,1
3510,2,6015172,UNIDAD,21
3510,2,6015172,PDC,40
4592,32330,6015262,AP,4
4592,32330,6015262,LYP-ADN,0
4592,32330,6015262,APB-SUMATE,0
4592,32330,6015262,LIBRE,6
4592,32330,6015262,FP,0
4592,32330,6015262,MAS-IPSP,27
4592,32330,6015262,UNIDAD,9
4592,32330,6015262,PDC,5
2043,11,6017762,AP,0
2043,11,6017762,LYP-ADN,1
2043,11,6017762,APB-SUMATE,0
2043,11,6017762,LIBRE,26
2043,11,6017762,FP,0
2043,11,6017762,MAS-IPSP,8
2043,11,6017762,UNIDAD,14
2043,11,6017762,PDC,10
2046,32321,6017832,AP,1
2046,32321,6017832,LYP-ADN,0
2046,32321,6017832,APB-SUMATE,0
2046,32321,6017832,LIBRE,17
2046,32321,6017832,FP,0
2046,32321,6017832,MAS-IPSP,5
2046,32321,6017832,UNIDAD,7
2046,32321,6017832,PDC,1
2047,32320,6017862,AP,4
2047,32320,6017862,LYP-ADN,0
2047,32320,6017862,APB-SUMATE,1
2047,32320,6017862,LIBRE,21
2047,32320,6017862,FP,0
2047,32320,6017862,MAS-IPSP,15
2047,32320,6017862,UNIDAD,8
2047,32320,6017862,PDC,11
2048,16,6017872,AP,10
2048,16,6017872,LYP-ADN,0
2048,16,6017872,APB-SUMATE,2
2048,16,6017872,LIBRE,13
2048,16,6017872,FP,1
2048,16,6017872,MAS-IPSP,51
2048,16,6017872,UNIDAD,8
2048,16,6017872,PDC,21
2048,16,6017882,AP,6
2048,16,6017882,LYP-ADN,0
2048,16,6017882,APB-SUMATE,1
2048,16,6017882,LIBRE,14
2048,16,6017882,FP,0
2048,16,6017882,MAS-IPSP,36
2048,16,6017882,UNIDAD,7
2048,16,6017882,PDC,10
2050,32323,6017912,AP,2
2050,32323,6017912,LYP-ADN,0
2050,32323,6017912,APB-SUMATE,0
2050,32323,6017912,LIBRE,6
2050,32323,6017912,FP,0
2050,32323,6017912,MAS-IPSP,22
2050,32323,6017912,UNIDAD,5
2050,32323,6017912,PDC,1
2051,18,6017922,AP,6
2051,18,6017922,LYP-ADN,0
2051,18,6017922,APB-SUMATE,1
2051,18,6017922,LIBRE,70
2051,18,6017922,FP,1
2051,18,6017922,MAS-IPSP,24
2051,18,6017922,UNIDAD,7
2051,18,6017922,PDC,2
2052,19,6017932,AP,3
2052,19,6017932,LYP-ADN,1
2052,19,6017932,APB-SUMATE,0
2052,19,6017932,LIBRE,1
2052,19,6017932,FP,0
2052,19,6017932,MAS-IPSP,21
2052,19,6017932,UNIDAD,5
2052,19,6017932,PDC,3
3051,2,6018042,AP,13
3051,2,6018042,LYP-ADN,1
3051,2,6018042,APB-SUMATE,2
3051,2,6018042,LIBRE,63
3051,2,6018042,FP,2
3051,2,6018042,MAS-IPSP,5
3051,2,6018042,UNIDAD,17
3051,2,6018042,PDC,9
3052,2,6018052,AP,7
3052,2,6018052,LYP-ADN,1
3052,2,6018052,APB-SUMATE,4
3052,2,6018052,LIBRE,38
3052,2,6018052,FP,0
3052,2,6018052,MAS-IPSP,23
3052,2,6018052,UNIDAD,15
3052,2,6018052,PDC,27
3052,2,6018062,AP,4
3052,2,6018062,LYP-ADN,0
3052,2,6018062,APB-SUMATE,0
3052,2,6018062,LIBRE,19
3052,2,6018062,FP,0
3052,2,6018062,MAS-IPSP,16
3052,2,6018062,UNIDAD,7
3052,2,6018062,PDC,5
3515,2,6018092,AP,5
3515,2,6018092,LYP-ADN,0
3515,2,6018092,APB-SUMATE,0
3515,2,6018092,LIBRE,39
3515,2,6018092,FP,0
3515,2,6018092,MAS-IPSP,12
3515,2,6018092,UNIDAD,9
3515,2,6018092,PDC,14
3756,1,6018122,AP,14
3756,1,6018122,LYP-ADN,1
3756,1,6018122,APB-SUMATE,2
3756,1,6018122,LIBRE,21
3756,1,6018122,FP,1
3756,1,6018122,MAS-IPSP,69
3756,1,6018122,UNIDAD,18
3756,1,6018122,PDC,7
4116,25527,6018132,AP,2
4116,25527,6018132,LYP-ADN,0
4116,25527,6018132,APB-SUMATE,1
4116,25527,6018132,LIBRE,9
4116,25527,6018132,FP,0
4116,25527,6018132,MAS-IPSP,11
4116,25527,6018132,UNIDAD,7
4116,25527,6018132,PDC,0
3539,1,7062982,AP,17
3539,1,7062982,LYP-ADN,2
3539,1,7062982,APB-SUMATE,8
3539,1,7062982,LIBRE,19
3539,1,7062982,FP,0
3539,1,7062982,MAS-IPSP,20
3539,1,7062982,UNIDAD,22
3539,1,7062982,PDC,0
3539,1,7062992,AP,8
3539,1,7062992,LYP-ADN,1
3539,1,7062992,APB-SUMATE,8
3539,1,7062992,LIBRE,7
3539,1,7062992,FP,2
3539,1,7062992,MAS-IPSP,14
3539,1,7062992,UNIDAD,13
3539,1,7062992,PDC,0
3540,1,7063002,AP,1
3540,1,7063002,LYP-ADN,0
3540,1,7063002,APB-SUMATE,3
3540,1,7063002,LIBRE,9
3540,1,7063002,FP,0
3540,1,7063002,MAS-IPSP,18
3540,1,7063002,UNIDAD,15
3540,1,7063002,PDC,0
2287,24005,7064442,AP,3
2287,24005,7064442,LYP-ADN,2
2287,24005,7064442,APB-SUMATE,6
2287,24005,7064442,LIBRE,41
2287,24005,7064442,FP,0
2287,24005,7064442,MAS-IPSP,5
2287,24005,7064442,UNIDAD,75
2287,24005,7064442,PDC,0
2287,24005,7064452,AP,2
2287,24005,7064452,LYP-ADN,1
2287,24005,7064452,APB-SUMATE,3
2287,24005,7064452,LIBRE,41
2287,24005,7064452,FP,1
2287,24005,7064452,MAS-IPSP,8
2287,24005,7064452,UNIDAD,82
2287,24005,7064452,PDC,0
2287,24005,7064462,AP,2
2287,24005,7064462,LYP-ADN,0
2287,24005,7064462,APB-SUMATE,1
2287,24005,7064462,LIBRE,28
2287,24005,7064462,FP,1
2287,24005,7064462,MAS-IPSP,6
2287,24005,7064462,UNIDAD,49
2287,24005,7064462,PDC,0
2288,4006,7064472,AP,1
2288,4006,7064472,LYP-ADN,1
2288,4006,7064472,APB-SUMATE,1
2288,4006,7064472,LIBRE,7
2288,4006,7064472,FP,0
2288,4006,7064472,MAS-IPSP,1
2288,4006,7064472,UNIDAD,24
2288,4006,7064472,PDC,0
2289,4007,7064482,AP,6
2289,4007,7064482,LYP-ADN,0
2289,4007,7064482,APB-SUMATE,2
2289,4007,7064482,LIBRE,11
2289,4007,7064482,FP,0
2289,4007,7064482,MAS-IPSP,6
2289,4007,7064482,UNIDAD,73
2289,4007,7064482,PDC,0
2289,4007,7064492,AP,0
2289,4007,7064492,LYP-ADN,0
2289,4007,7064492,APB-SUMATE,1
2289,4007,7064492,LIBRE,0
2289,4007,7064492,FP,0
2289,4007,7064492,MAS-IPSP,0
2289,4007,7064492,UNIDAD,13
2289,4007,7064492,PDC,0
2294,4010,7064592,AP,0
2294,4010,7064592,LYP-ADN,0
2294,4010,7064592,APB-SUMATE,2
2294,4010,7064592,LIBRE,9
2294,4010,7064592,FP,0
2294,4010,7064592,MAS-IPSP,15
2294,4010,7064592,UNIDAD,124
2294,4010,7064592,PDC,0
3364,24022,7064822,AP,0
3364,24022,7064822,LYP-ADN,1
3364,24022,7064822,APB-SUMATE,2
3364,24022,7064822,LIBRE,6
3364,24022,7064822,FP,1
3364,24022,7064822,MAS-IPSP,3
3364,24022,7064822,UNIDAD,15
3364,24022,7064822,PDC,0
3541,1,7064832,AP,7
3541,1,7064832,LYP-ADN,0
3541,1,7064832,APB-SUMATE,3
3541,1,7064832,LIBRE,8
3541,1,7064832,FP,2
3541,1,7064832,MAS-IPSP,6
3541,1,7064832,UNIDAD,20
3541,1,7064832,PDC,0
3541,1,7064842,AP,12
3541,1,7064842,LYP-ADN,5
3541,1,7064842,APB-SUMATE,2
3541,1,7064842,LIBRE,7
3541,1,7064842,FP,2
3541,1,7064842,MAS-IPSP,13
3541,1,7064842,UNIDAD,13
3541,1,7064842,PDC,0
3541,1,7064852,AP,7
3541,1,7064852,LYP-ADN,2
3541,1,7064852,APB-SUMATE,2
3541,1,7064852,LIBRE,14
3541,1,7064852,FP,1
3541,1,7064852,MAS-IPSP,5
3541,1,7064852,UNIDAD,45
3541,1,7064852,PDC,0
3541,1,7064862,AP,9
3541,1,7064862,LYP-ADN,2
3541,1,7064862,APB-SUMATE,2
3541,1,7064862,LIBRE,3
3541,1,7064862,FP,0
3541,1,7064862,MAS-IPSP,2
3541,1,7064862,UNIDAD,8
3541,1,7064862,PDC,0
3542,1,7064872,AP,2
3542,1,7064872,LYP-ADN,3
3542,1,7064872,APB-SUMATE,1
3542,1,7064872,LIBRE,21
3542,1,7064872,FP,4
3542,1,7064872,MAS-IPSP,8
3542,1,7064872,UNIDAD,19
3542,1,7064872,PDC,0
3544,1,7064902,AP,2
3544,1,7064902,LYP-ADN,1
3544,1,7064902,APB-SUMATE,1
3544,1,7064902,LIBRE,16
3544,1,7064902,FP,2
3544,1,7064902,MAS-IPSP,4
3544,1,7064902,UNIDAD,17
3544,1,7064902,PDC,0
3545,1,7064912,AP,12
3545,1,7064912,LYP-ADN,3
3545,1,7064912,APB-SUMATE,9
3545,1,7064912,LIBRE,69
3545,1,7064912,FP,19
3545,1,7064912,MAS-IPSP,14
3545,1,7064912,UNIDAD,10
3545,1,7064912,PDC,0
3979,1,7065102,AP,4
3979,1,7065102,LYP-ADN,4
3979,1,7065102,APB-SUMATE,0
3979,1,7065102,LIBRE,20
3979,1,7065102,FP,0
3979,1,7065102,MAS-IPSP,7
3979,1,7065102,UNIDAD,35
3979,1,7065102,PDC,0
3979,1,7065112,AP,1
3979,1,7065112,LYP-ADN,3
3979,1,7065112,APB-SUMATE,3
3979,1,7065112,LIBRE,17
3979,1,7065112,FP,2
3979,1,7065112,MAS-IPSP,4
3979,1,7065112,UNIDAD,48
3979,1,7065112,PDC,0
3979,1,7065122,AP,2
3979,1,7065122,LYP-ADN,0
3979,1,7065122,APB-SUMATE,2
3979,1,7065122,LIBRE,12
3979,1,7065122,FP,0
3979,1,7065122,MAS-IPSP,3
3979,1,7065122,UNIDAD,16
3979,1,7065122,PDC,0
3980,1,7065132,AP,4
3980,1,7065132,LYP-ADN,2
3980,1,7065132,APB-SUMATE,7
3980,1,7065132,LIBRE,28
3980,1,7065132,FP,2
3980,1,7065132,MAS-IPSP,9
3980,1,7065132,UNIDAD,41
3980,1,7065132,PDC,0
3981,1,7065142,AP,1
3981,1,7065142,LYP-ADN,3
3981,1,7065142,APB-SUMATE,0
3981,1,7065142,LIBRE,58
3981,1,7065142,FP,2
3981,1,7065142,MAS-IPSP,4
3981,1,7065142,UNIDAD,76
3981,1,7065142,PDC,0
3982,1,7065152,AP,4
3982,1,7065152,LYP-ADN,2
3982,1,7065152,APB-SUMATE,7
3982,1,7065152,LIBRE,14
3982,1,7065152,FP,1
3982,1,7065152,MAS-IPSP,8
3982,1,7065152,UNIDAD,33
3982,1,7065152,PDC,0
3983,1,7065162,AP,11
3983,1,7065162,LYP-ADN,2
3983,1,7065162,APB-SUMATE,5
3983,1,7065162,LIBRE,46
3983,1,7065162,FP,6
3983,1,7065162,MAS-IPSP,19
3983,1,7065162,UNIDAD,40
3983,1,7065162,PDC,0
3983,1,7065172,AP,0
3983,1,7065172,LYP-ADN,1
3983,1,7065172,APB-SUMATE,1
3983,1,7065172,LIBRE,5
3983,1,7065172,FP,1
3983,1,7065172,MAS-IPSP,0
3983,1,7065172,UNIDAD,2
3983,1,7065172,PDC,0
3984,1,7065182,AP,5
3984,1,7065182,LYP-ADN,1
3984,1,7065182,APB-SUMATE,6
3984,1,7065182,LIBRE,42
3984,1,7065182,FP,0
3984,1,7065182,MAS-IPSP,6
3984,1,7065182,UNIDAD,25
3984,1,7065182,PDC,0
4507,32133,7065242,AP,1
4507,32133,7065242,LYP-ADN,0
4507,32133,7065242,APB-SUMATE,0
4507,32133,7065242,LIBRE,4
4507,32133,7065242,FP,1
4507,32133,7065242,MAS-IPSP,4
4507,32133,7065242,UNIDAD,24
4507,32133,7065242,PDC,0
4604,32340,7065252,AP,2
4604,32340,7065252,LYP-ADN,0
4604,32340,7065252,APB-SUMATE,2
4604,32340,7065252,LIBRE,10
4604,32340,7065252,FP,1
4604,32340,7065252,MAS-IPSP,3
4604,32340,7065252,UNIDAD,14
4604,32340,7065252,PDC,0
3547,1,7065562,AP,5
3547,1,7065562,LYP-ADN,3
3547,1,7065562,APB-SUMATE,1
3547,1,7065562,LIBRE,18
3547,1,7065562,FP,0
3547,1,7065562,MAS-IPSP,62
3547,1,7065562,UNIDAD,16
3547,1,7065562,PDC,0
3550,1,7065592,AP,2
3550,1,7065592,LYP-ADN,0
3550,1,7065592,APB-SUMATE,0
3550,1,7065592,LIBRE,15
3550,1,7065592,FP,1
3550,1,7065592,MAS-IPSP,19
3550,1,7065592,UNIDAD,7
3550,1,7065592,PDC,0
2302,6319,7065762,AP,1
2302,6319,7065762,LYP-ADN,1
2302,6319,7065762,APB-SUMATE,0
2302,6319,7065762,LIBRE,15
2302,6319,7065762,FP,0
2302,6319,7065762,MAS-IPSP,3
2302,6319,7065762,UNIDAD,11
2302,6319,7065762,PDC,0
3553,1,7068342,AP,14
3553,1,7068342,LYP-ADN,0
3553,1,7068342,APB-SUMATE,8
3553,1,7068342,LIBRE,16
3553,1,7068342,FP,3
3553,1,7068342,MAS-IPSP,13
3553,1,7068342,UNIDAD,9
3553,1,7068342,PDC,0
3553,1,7068352,AP,2
3553,1,7068352,LYP-ADN,1
3553,1,7068352,APB-SUMATE,1
3553,1,7068352,LIBRE,0
3553,1,7068352,FP,0
3553,1,7068352,MAS-IPSP,1
3553,1,7068352,UNIDAD,2
3553,1,7068352,PDC,0
3699,1,7068362,AP,3
3699,1,7068362,LYP-ADN,0
3699,1,7068362,APB-SUMATE,1
3699,1,7068362,LIBRE,8
3699,1,7068362,FP,3
3699,1,7068362,MAS-IPSP,24
3699,1,7068362,UNIDAD,4
3699,1,7068362,PDC,0
3555,1,7069392,AP,7
3555,1,7069392,LYP-ADN,0
3555,1,7069392,APB-SUMATE,0
3555,1,7069392,LIBRE,1
3555,1,7069392,FP,0
3555,1,7069392,MAS-IPSP,0
3555,1,7069392,UNIDAD,1
