CodigoLocalidad,CodigoRecinto,CodigoMesa,InscritosHabilitados,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,TotalVotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal
4135,25185,102984,320,58,7,67,2,69,134,58,134
4135,25185,102994,320,61,2,61,1,62,125,61,125
4135,25185,103004,320,66,3,81,0,81,150,66,150
4135,25185,103014,320,59,2,66,1,67,128,59,128
4135,25185,103024,320,54,2,61,0,61,117,54,117
4135,25185,103034,320,57,0,1,2,3,60,57,60
4135,25185,103044,320,65,4,64,1,65,134,65,134
4135,25185,103054,320,57,6,64,0,64,127,57,127
4135,25185,103064,320,59,6,76,2,78,143,59,143
4135,25185,103074,320,44,5,71,0,71,120,44,120
4135,25185,103084,320,62,2,64,1,65,129,62,129
4135,25185,103094,72,16,0,15,0,15,31,16,31
4136,25062,103104,320,59,2,60,1,61,122,59,122
4136,25062,103114,320,77,3,61,1,62,142,77,142
4136,25062,103124,320,62,1,63,1,64,127,62,127
4136,25062,103134,320,59,4,72,0,72,135,59,135
4136,25062,103144,320,63,3,50,0,50,116,63,116
4136,25062,103154,296,60,3,50,0,50,113,60,113
4136,25062,103164,320,61,7,62,0,62,130,61,130
4136,25062,103174,320,66,4,54,2,56,126,66,126
4136,25062,103184,320,72,4,42,0,42,118,72,118
4137,25184,103194,320,53,2,59,2,61,116,53,116
4137,25184,103204,50,7,0,11,0,11,18,7,18
4137,25184,103214,320,46,2,50,0,50,98,46,98
4137,25184,103224,320,47,23,50,0,50,120,47,120
4137,25184,103234,320,56,1,67,1,68,125,56,125
4137,25184,103244,320,45,5,54,2,56,106,45,106
4137,25184,103254,320,57,1,54,0,54,112,57,112
4137,25184,103264,320,54,3,42,2,44,101,54,101
4137,25184,103274,320,40,7,57,0,57,104,40,104
4137,25184,103284,320,52,3,54,2,56,111,52,111
4137,25184,103294,320,48,5,49,2,51,104,48,104
4137,25184,103304,320,55,7,40,1,41,103,55,103
4137,25184,103314,320,61,6,48,0,48,115,61,115
4137,25184,103324,320,55,5,48,2,50,110,55,110
4138,25063,103334,320,45,2,40,3,43,90,45,90
4138,25063,103344,320,39,5,52,5,57,101,39,101
4138,25063,103354,320,50,5,36,2,38,93,50,93
4138,25063,103364,320,49,5,48,2,50,104,49,104
4138,25063,103374,320,44,2,46,2,48,94,44,94
4138,25063,103384,320,48,5,48,2,50,103,48,103
4138,25063,103394,320,43,8,58,1,59,110,43,110
4138,25063,103404,312,53,1,53,2,55,109,53,109
4139,25186,103414,320,64,6,64,1,65,135,64,135
4139,25186,103424,320,41,8,54,3,57,106,41,106
4139,25186,103434,320,63,4,50,3,53,120,63,120
4139,25186,103444,320,56,4,61,3,64,124,56,124
4139,25186,103454,320,60,3,55,3,58,121,60,121
4139,25186,103464,320,58,4,66,1,67,129,58,129
4139,25186,103474,320,48,8,67,1,68,124,48,124
4139,25186,103484,320,51,5,62,0,62,118,51,118
4139,25186,103494,320,59,6,53,5,58,123,59,123
4139,25186,103504,310,54,5,59,1,60,119,54,119
4140,25064,103514,320,51,12,38,1,39,102,51,102
4140,25064,103524,320,51,9,42,2,44,104,51,104
4140,25064,103534,320,56,5,41,0,41,102,56,102
4140,25064,103544,320,58,4,42,9,51,113,58,113
4140,25064,103554,320,58,6,61,0,61,125,58,125
4140,25064,103564,320,52,2,44,2,46,100,52,100
4140,25064,103574,320,62,7,47,3,50,119,62,119
4140,25064,103584,320,64,1,44,1,45,110,64,110
4140,25064,103594,307,43,8,50,1,51,102,43,102
4140,25187,103604,320,48,7,28,1,29,84,48,84
4140,25187,103614,320,47,3,35,0,35,85,47,85
4140,25187,103624,320,40,6,38,2,40,86,40,86
4140,25187,103634,320,38,3,45,0,45,86,38,86
4140,25187,103644,320,52,5,41,0,41,98,52,98
4140,25187,103654,320,45,8,32,1,33,86,45,86
4140,25187,103664,187,28,3,21,0,21,52,28,52
4140,25188,103674,320,54,5,50,2,52,111,54,111
4140,25188,103684,320,49,8,54,1,55,112,49,112
4140,25188,103694,320,65,7,47,3,50,122,65,122
4140,25188,103704,320,68,4,43,3,46,118,68,118
4140,25188,103714,60,16,3,14,0,14,33,16,33
4140,25188,103724,320,62,5,35,1,36,103,62,103
4140,25188,103734,320,58,6,43,3,46,110,58,110
4140,25188,103744,320,52,7,53,2,55,114,52,114
4140,25188,103754,320,41,15,46,0,46,102,41,102
4141,25146,103764,320,72,13,57,3,60,145,72,145
4141,25146,103774,320,64,8,64,0,64,136,64,136
4141,25146,103784,320,39,7,79,2,81,127,39,127
4141,25146,103794,320,60,4,54,1,55,119,60,119
4141,25146,103804,320,60,10,74,4,78,148,60,148
4141,25146,103814,320,81,5,67,4,71,157,81,157
4141,25146,103824,320,63,3,56,2,58,124,63,124
4141,25146,103834,173,42,5,41,3,44,91,42,91
4142,25147,103844,320,51,6,56,0,56,113,51,113
4142,25147,103854,320,59,8,61,2,63,130,59,130
4142,25147,103864,320,65,3,78,1,79,147,65,147
4142,25147,103874,320,55,8,59,1,60,123,55,123
4142,25147,103884,320,52,3,76,2,78,133,52,133
4142,25147,103894,320,57,6,52,0,52,115,57,115
4142,25147,103904,320,62,2,60,3,63,127,62,127
4142,25147,103914,320,54,4,61,1,62,120,54,120
4142,25147,103924,320,61,4,71,0,71,136,61,136
4142,25147,103934,320,61,10,52,1,53,124,61,124
4142,25147,103944,320,53,4,66,1,67,124,53,124
4142,25147,103954,59,9,0,18,0,18,27,9,27
4368,26080,103964,320,78,11,35,0,35,124,78,124
4368,26080,103974,46,9,0,5,0,5,14,9,14
4369,26081,103984,320,61,4,32,6,38,103,61,103
4369,26081,103994,320,50,6,29,1,30,86,50,86
4369,26081,104004,231,48,2,26,0,26,76,48,76
4370,26082,104014,320,48,12,55,3,58,118,48,118
4370,26082,104024,213,35,7,38,2,40,82,35,82
4371,26083,104034,320,60,5,64,4,68,133,60,133
4371,26083,104044,320,58,12,54,2,56,126,58,126
4371,26083,104054,320,51,4,60,1,61,116,51,116
4371,26083,104064,320,47,6,59,4,63,116,47,116
4371,26083,104074,78,15,0,16,1,17,32,15,32
3612,25065,104084,320,80,5,52,6,58,143,80,143
3612,25065,104094,320,59,4,50,3,53,116,59,116
3612,25065,104104,320,61,9,59,4,63,133,61,133
3612,25065,104114,320,61,5,58,1,59,125,61,125
3612,25065,104124,320,56,11,49,4,53,120,56,120
3612,25065,104134,320,57,9,64,2,66,132,57,132
3612,25065,104144,320,57,7,53,5,58,122,57,122
3612,25065,104154,200,34,3,46,2,48,85,34,85
3612,25065,104164,320,63,2,60,9,69,134,63,134
3612,25065,104174,320,51,4,63,3,66,121,51,121
3612,25065,104184,320,62,4,62,3,65,131,62,131
3612,25065,104194,320,68,6,53,2,55,129,68,129
3612,25065,104204,320,54,8,63,4,67,129,54,129
3612,25065,104214,320,68,8,50,3,53,129,68,129
4143,25148,104224,320,73,15,60,6,66,154,73,154
